Code,Course,Activity,Section,Days,Start Time,End Time,Venue,Tied To,Lecturer
CIT6224,Web Application Development,Tutorial,TT1L,Friday,8:00 AM,10:00 AM,CQAR2002,TC1L,Mohana Muniandy
CIT6224,Web Application Development,Tutorial,TT2L,Thursday,10:00 AM,12:00 PM,CQAR2002,TC1L,Mohana Muniandy
CIT6224,Web Application Development,Tutorial,TT3L,Friday,5:00 PM,7:00 PM,CQAR2004,TC1L,Mohana Muniandy
CIT6224,Web Application Development,Tutorial,TT4L,Tuesday,4:00 PM,6:00 PM,CQAR2004,TC1L,Mohana Muniandy
CIT6324,Enterprise Application Integration,Lecture,TC1L,Tuesday,8:00 AM,10:00 AM,CQCR2003,"TT1L, TT2L",Khairil Imran Ghauth
CIT6324,Enterprise Application Integration,Tutorial,TT1L,Thursday,2:00 PM,4:00 PM,CQAR3007,TC1L,Khairil Imran Ghauth
CIT6324,Enterprise Application Integration,Tutorial,TT2L,Wednesday,12:00 PM,2:00 PM,CQAR3007,TC1L,Khairil Imran Ghauth
CES6214,Information Systems Planning and Development,Lecture,TC1L,Tuesday,10:00 AM,12:00 PM,CQCR2003,"TT1L, TT2L",Helmi Mohamed Hussain
CES6214,Information Systems Planning and Development,Tutorial,TT1L,Thursday,12:00 PM,2:00 PM,CQAR3007,TC1L,Helmi Mohamed Hussain
CES6214,Information Systems Planning and Development,Tutorial,TT2L,Wednesday,8:00 AM,10:00 AM,CQAR3007,TC1L,Helmi Mohamed Hussain
CCP6214,Algorithm Design and Analysis,Lecture,TC1L,Monday,4:00 PM,6:00 PM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",Neoh Kee Lin
CCP6214,Algorithm Design and Analysis,Tutorial,TT1L,Thursday,8:00 AM,10:00 AM,CQAR1003,TC1L,Neoh Kee Lin
CCP6214,Algorithm Design and Analysis,Tutorial,TT2L,Tuesday,2:00 PM,4:00 PM,CQAR1001,TC1L,Neoh Kee Lin
CCP6214,Algorithm Design and Analysis,Tutorial,TT3L,Thursday,12:00 PM,2:00 PM,CQAR1001,TC1L,Neoh Kee Lin
CCP6214,Algorithm Design and Analysis,Tutorial,TT4L,Thursday,2:00 PM,4:00 PM,CQAR2004,TC1L,Neoh Kee Lin
CCP6214,Algorithm Design and Analysis,Lecture,TC2L,Tuesday,4:00 PM,6:00 PM,CNMX1004,"TT5L, TT6L, TT7L, TT8L",Wong Keng Tuck
CCP6214,Algorithm Design and Analysis,Tutorial,TT5L,Thursday,8:00 AM,10:00 AM,CQAR1001,TC2L,Wong Keng Tuck
CCP6214,Algorithm Design and Analysis,Tutorial,TT6L,Wednesday,12:00 PM,2:00 PM,CQAR1001,TC2L,Wong Keng Tuck
CCP6214,Algorithm Design and Analysis,Tutorial,TT7L,Wednesday,4:00 PM,6:00 PM,CQAR3002,TC2L,Wong Keng Tuck
CCP6214,Algorithm Design and Analysis,Tutorial,TT8L,Wednesday,8:00 AM,10:00 AM,CQAR2006,TC2L,Wong Keng Tuck
CCP6214,Algorithm Design and Analysis,Lecture,TC3L,Tuesday,4:00 PM,6:00 PM,CNMX1005,"TT9L, T10L, T11L, T12L",Neoh Kee Lin
CCP6214,Algorithm Design and Analysis,Tutorial,TT9L,Thursday,4:00 PM,6:00 PM,CQAR2007,TC3L,Radiah Haque
CCP6214,Algorithm Design and Analysis,Tutorial,T10L,Wednesday,10:00 AM,12:00 PM,CQAR3003,TC3L,Radiah Haque
CCP6214,Algorithm Design and Analysis,Tutorial,T11L,Wednesday,2:00 PM,4:00 PM,CQAR3003,TC3L,Radiah Haque
CCP6214,Algorithm Design and Analysis,Tutorial,T12L,Thursday,10:00 AM,12:00 PM,CQAR3003,TC3L,Radiah Haque
CCP6214,Algorithm Design and Analysis,Lecture,TC4L,Thursday,8:00 AM,10:00 AM,CNMX1005,"T14L, T15L, T16L",Pang Nyuk Khee @ Angeline Pang
CCP6214,Algorithm Design and Analysis,Tutorial,T13L,Monday,8:00 AM,10:00 AM,CQAR3003,TC4L,Pang Nyuk Khee @ Angeline Pang
CCP6214,Algorithm Design and Analysis,Tutorial,T14L,Friday,8:00 AM,10:00 AM,CQAR3003,TC4L,Pang Nyuk Khee @ Angeline Pang
CCP6214,Algorithm Design and Analysis,Tutorial,T15L,Wednesday,4:00 PM,6:00 PM,CQAR3003,TC4L,Pang Nyuk Khee @ Angeline Pang
CCP6214,Algorithm Design and Analysis,Tutorial,T16L,Monday,4:00 PM,6:00 PM,CQAR3003,TC4L,Pang Nyuk Khee @ Angeline Pang
CCP6214,Algorithm Design and Analysis,Lecture,TC5L,Thursday,12:00 PM,2:00 PM,CNMX1005,"T17L, T18L, T19L, T20L",Mohammed Nasser Mohammed Al-Andoli
CCP6214,Algorithm Design and Analysis,Tutorial,T17L,Monday,10:00 AM,12:00 PM,CQAR3003,TC5L,Mohammed Nasser Mohammed Al-Andoli
CCP6214,Algorithm Design and Analysis,Tutorial,T18L,Tuesday,8:00 AM,10:00 AM,CQAR3003,TC5L,Mohammed Nasser Mohammed Al-Andoli
CCP6214,Algorithm Design and Analysis,Tutorial,T19L,Tuesday,4:00 PM,6:00 PM,CQAR3003,TC5L,Mohammed Nasser Mohammed Al-Andoli
CCP6214,Algorithm Design and Analysis,Tutorial,T20L,Monday,12:00 PM,2:00 PM,CQAR3003,TC5L,Mohammed Nasser Mohammed Al-Andoli
CCP6214,Algorithm Design and Analysis,Lecture,TC6L,Tuesday,2:00 PM,4:00 PM,CQCR2003,"T21L, T22L",Nur Erlida Ruslan
CCP6214,Algorithm Design and Analysis,Tutorial,T21L,Thursday,2:00 PM,4:00 PM,CQAR3003,TC6L,Nur Erlida Ruslan
CCP6214,Algorithm Design and Analysis,Tutorial,T22L,Friday,10:00 AM,12:00 PM,CQAR3003,TC6L,Nur Erlida Ruslan
CSE6224,Software Requirements Engineering,Lecture,TC1L,Monday,10:00 AM,12:00 PM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",Zarina Che Embi
CSE6224,Software Requirements Engineering,Tutorial,TT1L,Wednesday,10:00 AM,12:00 PM,CQAR1003,TC1L,Zarina Che Embi
CSE6224,Software Requirements Engineering,Tutorial,TT2L,Tuesday,4:00 PM,6:00 PM,CQAR1003,TC1L,Nur Haifa Mohd Fathil
CSE6224,Software Requirements Engineering,Tutorial,TT3L,Friday,8:00 AM,10:00 AM,CQAR1003,TC1L,Nur Haifa Mohd Fathil
CSE6224,Software Requirements Engineering,Tutorial,TT4L,Thursday,12:00 PM,2:00 PM,CQAR1003,TC1L,Zarina Che Embi
CSE6224,Software Requirements Engineering,Lecture,TC2L,Monday,12:00 PM,2:00 PM,CQCR2003,"TT5L, TT6L",Zarina Che Embi
CSE6224,Software Requirements Engineering,Tutorial,TT5L,Wednesday,12:00 PM,2:00 PM,CQAR1003,TC2L,Zarina Che Embi
CSE6224,Software Requirements Engineering,Tutorial,TT6L,Thursday,2:00 PM,4:00 PM,CQAR1003,TC2L,Zarina Che Embi
CGD6214,Computer Graphics Fundamentals,Lecture,TC1L,Monday,12:00 PM,2:00 PM,CQCR2002,"TT1L, TT2L",Ng Kok Why
CGD6214,Computer Graphics Fundamentals,Tutorial,TT1L,Friday,10:00 AM,12:00 PM,CQAR2007,TC1L,Ng Kok Why
CGD6214,Computer Graphics Fundamentals,Tutorial,TT2L,Tuesday,10:00 AM,12:00 PM,CQAR2007,TC1L,Ng Kok Why
CDS6214,Data Science Fundamentals,Lecture,TC1L,Monday,2:00 PM,4:00 PM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",Ku Day Chyi
CDS6214,Data Science Fundamentals,Tutorial,TT1L,Tuesday,12:00 PM,2:00 PM,CQAR1003,TC1L,Ku Day Chyi
CDS6214,Data Science Fundamentals,Tutorial,TT2L,Tuesday,10:00 AM,12:00 PM,CQAR1003,TC1L,Ku Day Chyi
CDS6214,Data Science Fundamentals,Tutorial,TT3L,Friday,10:00 AM,12:00 PM,CQAR1003,TC1L,Ku Day Chyi
CDS6214,Data Science Fundamentals,Tutorial,TT4L,Thursday,10:00 AM,12:00 PM,CQAR1003,TC1L,Ku Day Chyi
CDS6214,Data Science Fundamentals,Lecture,TC2L,Monday,12:00 PM,2:00 PM,CNMX1005,"TT5L, TT6L, TT7L, TT8L",Amy Lim Hui Lan
CDS6214,Data Science Fundamentals,Tutorial,TT5L,Wednesday,2:00 PM,4:00 PM,CQAR1003,TC2L,Amy Lim Hui Lan
CDS6214,Data Science Fundamentals,Tutorial,TT6L,Tuesday,2:00 PM,4:00 PM,CQAR1003,TC2L,Amy Lim Hui Lan
CDS6214,Data Science Fundamentals,Tutorial,TT7L,Monday,12:00 PM,2:00 PM,CQAR1003,TC2L,Amy Lim Hui Lan
CDS6214,Data Science Fundamentals,Tutorial,TT8L,Monday,10:00 AM,12:00 PM,CQAR1003,TC2L,Amy Lim Hui Lan
CDS6214,Data Science Fundamentals,Lecture,TC3L,Monday,10:00 AM,12:00 PM,CQCR2002,"TT9L, T10L",Ku Day Chyi
CDS6214,Data Science Fundamentals,Tutorial,TT9L,Thursday,4:00 PM,6:00 PM,CQAR1003,TC3L,Ku Day Chyi
CDS6214,Data Science Fundamentals,Tutorial,T10L,Wednesday,8:00 AM,10:00 AM,CQAR1003,TC3L,Ku Day Chyi
CCS6214,Cybersecurity Fundamentals,Lecture,TC1L,Friday,10:00 AM,12:00 PM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",Wan Noorshahida Mohd Isa
CCS6214,Cybersecurity Fundamentals,Tutorial,TT1L,Tuesday,2:00 PM,4:00 PM,CQAR0006,TC1L,Wan Noorshahida Mohd Isa
CCS6214,Cybersecurity Fundamentals,Tutorial,TT2L,Tuesday,10:00 AM,12:00 PM,CQAR0006,TC1L,Wan Noorshahida Mohd Isa
CCS6214,Cybersecurity Fundamentals,Tutorial,TT3L,Wednesday,8:00 AM,10:00 AM,CQAR0006,TC1L,Wan Noorshahida Mohd Isa
CCS6214,Cybersecurity Fundamentals,Tutorial,TT4L,Thursday,4:00 PM,6:00 PM,CQAR0006,TC1L,Wan Noorshahida Mohd Isa
CCS6214,Cybersecurity Fundamentals,Lecture,TC2L,Wednesday,10:00 AM,12:00 PM,CNMX1005,"TT5L, TT6L, TT7L, TT8L",Siti Husna Abdul Rahman @ Suliman
CCS6214,Cybersecurity Fundamentals,Tutorial,TT5L,Thursday,2:00 PM,4:00 PM,CQAR0006,TC2L,Siti Husna Abdul Rahman @ Suliman
CCS6214,Cybersecurity Fundamentals,Tutorial,TT6L,Thursday,10:00 AM,12:00 PM,CQAR0006,TC2L,Siti Husna Abdul Rahman @ Suliman
CCS6214,Cybersecurity Fundamentals,Tutorial,TT7L,Friday,10:00 AM,12:00 PM,CQAR0006,TC2L,Siti Husna Abdul Rahman @ Suliman
CCS6214,Cybersecurity Fundamentals,Tutorial,TT8L,Tuesday,4:00 PM,6:00 PM,CQAR0006,TC2L,Siti Husna Abdul Rahman @ Suliman
CCS6214,Cybersecurity Fundamentals,Lecture,TC3L,Thursday,12:00 PM,2:00 PM,CQCR2003,"TT9L, T10L",Wan Noorshahida Mohd Isa
CCS6214,Cybersecurity Fundamentals,Tutorial,TT9L,Monday,10:00 AM,12:00 PM,CQAR0006,TC3L,Wan Noorshahida Mohd Isa
CCS6214,Cybersecurity Fundamentals,Tutorial,T10L,Monday,4:00 PM,6:00 PM,CQAR0006,TC3L,Wan Noorshahida Mohd Isa
CSE6234,Software Design,Lecture,TC1L,Tuesday,12:00 PM,2:00 PM,CQAR1009,"TT1L, TT2L, TT3L",Nur Haifa Mohd Fathil
CSE6234,Software Design,Tutorial,TT1L,Wednesday,8:00 AM,10:00 AM,CQAR2004,TC1L,Nur Haifa Mohd Fathil
CSE6234,Software Design,Tutorial,TT2L,Friday,10:00 AM,12:00 PM,CQAR2004,TC1L,Nur Haifa Mohd Fathil
CSE6234,Software Design,Tutorial,TT3L,Thursday,10:00 AM,12:00 PM,CQAR2004,TC1L,Nur Haifa Mohd Fathil
CSE6234,Software Design,Lecture,TC2L,Monday,12:00 PM,2:00 PM,CQCR2003,"TT4L, TT5L",Kairulanuar Ab Kadir
CSE6234,Software Design,Tutorial,TT4L,Tuesday,10:00 AM,12:00 PM,CQAR2005,TC2L,Kairulanuar Ab Kadir
CSE6234,Software Design,Tutorial,TT5L,Thursday,2:00 PM,4:00 PM,CQAR2005,TC2L,Kairulanuar Ab Kadir
CGD6224,Game Design Fundamentals,Lecture,TC1L,Tuesday,12:00 PM,2:00 PM,CQCR2002,TT1L,Mohamad Zul Hisham Mohd Rozami
CGD6224,Game Design Fundamentals,Tutorial,TT1L,Monday,2:00 PM,4:00 PM,CQAR3007,TC1L,Mohamad Zul Hisham Mohd Rozami
CDS6224,Statistical Data Analysis,Lecture,TC1L,Thursday,2:00 PM,4:00 PM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",Nur Syuhaidah Nor Azni
CDS6224,Statistical Data Analysis,Tutorial,TT1L,Friday,3:00 PM,5:00 PM,CQAR2003,TC1L,Nur Syuhaidah Nor Azni
CDS6224,Statistical Data Analysis,Tutorial,TT2L,Wednesday,8:00 AM,10:00 AM,CQAR2002,TC1L,Nur Syuhaidah Nor Azni
CDS6224,Statistical Data Analysis,Tutorial,TT3L,Thursday,4:00 PM,6:00 PM,CQAR2002,TC1L,Nur Syuhaidah Nor Azni
CDS6224,Statistical Data Analysis,Tutorial,TT4L,Tuesday,8:00 AM,10:00 AM,CQAR1003,TC1L,Nur Syuhaidah Nor Azni
CDS6224,Statistical Data Analysis,Lecture,TC2L,Wednesday,12:00 PM,2:00 PM,CQAR1009,"TT5L, TT6L, TT7L",Md Zubair Hassan Tarif
CDS6224,Statistical Data Analysis,Tutorial,TT5L,Thursday,8:00 AM,10:00 AM,CQAR2002,TC2L,Md Zubair Hassan Tarif
CDS6224,Statistical Data Analysis,Tutorial,TT6L,Friday,10:00 AM,12:00 PM,CQAR2002,TC2L,Md Zubair Hassan Tarif
CDS6224,Statistical Data Analysis,Tutorial,TT7L,Wednesday,4:00 PM,6:00 PM,CQAR1003,TC2L,Md Zubair Hassan Tarif
CCS6224,Network Security,Lecture,TC1L,Thursday,10:00 AM,12:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Zul Hilmi Abdullah
CCS6224,Network Security,Tutorial,TT1L,Monday,12:00 PM,2:00 PM,CQAR2005,TC1L,Zul Hilmi Abdullah
CCS6224,Network Security,Tutorial,TT2L,Tuesday,12:00 PM,2:00 PM,CQAR2005,TC1L,Zul Hilmi Abdullah
CCS6224,Network Security,Tutorial,TT3L,Wednesday,10:00 AM,12:00 PM,CQAR2003,TC1L,Zul Hilmi Abdullah
CCS6224,Network Security,Tutorial,TT4L,Tuesday,2:00 PM,4:00 PM,CQAR2005,TC1L,Zul Hilmi Abdullah
CCS6224,Network Security,Lecture,TC2L,Wednesday,8:00 AM,10:00 AM,CQCR2002,"TT5L, TT6L",Zul Hilmi Abdullah
CCS6224,Network Security,Tutorial,TT5L,Friday,3:00 PM,5:00 PM,CQAR2005,TC2L,V Vijayakumar Vengadasalam
CCS6224,Network Security,Tutorial,TT6L,Friday,8:00 AM,10:00 AM,CQAR2003,TC2L,V Vijayakumar Vengadasalam
CSE6324,Software Verification And Validation,Lecture,TC1L,Tuesday,2:00 PM,4:00 PM,CQAR1009,"TT1L, TT2L, TT3L",Venushini Rajendran
CSE6324,Software Verification And Validation,Tutorial,TT1L,Monday,4:00 PM,6:00 PM,CQAR2007,TC1L,Venushini Rajendran
CSE6324,Software Verification And Validation,Tutorial,TT2L,Tuesday,8:00 AM,10:00 AM,CQAR2007,TC1L,Venushini Rajendran
CSE6324,Software Verification And Validation,Tutorial,TT3L,Wednesday,8:00 AM,10:00 AM,CQAR2007,TC1L,Venushini Rajendran
CSE6324,Software Verification And Validation,Lecture,TC2L,Wednesday,10:00 AM,12:00 PM,CQCR2002,"TT4L, TT5L",Venushini Rajendran
CSE6324,Software Verification And Validation,Tutorial,TT4L,Wednesday,4:00 PM,6:00 PM,CQAR2007,TC2L,Kanesaraj Rajasamy
CSE6324,Software Verification And Validation,Tutorial,TT5L,Thursday,2:00 PM,4:00 PM,CQAR2007,TC2L,Kanesaraj Rajasamy
CGD6324,3D Game Programming,Lecture,TC1L,Wednesday,12:00 PM,2:00 PM,CQCR2002,"TT1L, TT2L",Mohamad Zul Hisham Mohd Rozami
CGD6324,3D Game Programming,Tutorial,TT1L,Friday,3:00 PM,5:00 PM,CQAR1001,TC1L,Mohamad Zul Hisham Mohd Rozami
CGD6324,3D Game Programming,Tutorial,TT2L,Monday,8:00 AM,10:00 AM,CQAR1003,TC1L,Mohamad Zul Hisham Mohd Rozami
CDS6324,Data Visualization,Lecture,TC1L,Thursday,2:00 PM,4:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Wong Lai Kuan
CDS6324,Data Visualization,Tutorial,TT1L,Friday,8:00 AM,10:00 AM,CQAR3007,TC1L,Wong Lai Kuan
CDS6324,Data Visualization,Tutorial,TT2L,Wednesday,4:00 PM,6:00 PM,CQAR3007,TC1L,Wong Lai Kuan
CDS6324,Data Visualization,Tutorial,TT3L,Tuesday,4:00 PM,6:00 PM,CQAR2005,TC1L,Wong Lai Kuan
CDS6324,Data Visualization,Tutorial,TT4L,Wednesday,4:00 PM,6:00 PM,CQAR2005,TC1L,Wong Lai Kuan
CDS6324,Data Visualization,Lecture,TC2L,Friday,10:00 AM,12:00 PM,CNMX1004,"TT5L, TT6L, TT7L, TT8L",Loh Yuen Peng
CDS6324,Data Visualization,Tutorial,TT5L,Monday,4:00 PM,6:00 PM,CQAR2005,TC2L,Loh Yuen Peng
CDS6324,Data Visualization,Tutorial,TT6L,Tuesday,10:00 AM,12:00 PM,CQAR3002,TC2L,Loh Yuen Peng
CDS6324,Data Visualization,Tutorial,TT7L,Monday,4:00 PM,6:00 PM,CQAR2003,TC2L,Loh Yuen Peng
CDS6324,Data Visualization,Tutorial,TT8L,Friday,3:00 PM,5:00 PM,CQAR2002,TC2L,Loh Yuen Peng
CCS6324,Ethical Hacking and Penetration Testing,Lecture,TC1L,Thursday,8:00 AM,10:00 AM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Rohana Mydin
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT1L,Tuesday,10:00 AM,12:00 PM,CQAR2002,TC1L,Rohana Mydin
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT2L,Friday,3:00 PM,5:00 PM,CQAR2006,TC1L,Rohana Mydin
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT3L,Monday,12:00 PM,2:00 PM,CQAR2006,TC1L,Rohana Mydin
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT4L,Tuesday,8:00 AM,10:00 AM,CQAR3007,TC1L,Nik Intan Syahiddatul Nur Jailani
CCS6324,Ethical Hacking and Penetration Testing,Lecture,TC2L,Friday,8:00 AM,10:00 AM,CNMX1004,"TT5L, TT6L, TT7L, TT8L",Rohana Mydin
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT5L,Friday,10:00 AM,12:00 PM,CQAR3007,TC2L,Nik Intan Syahiddatul Nur Jailani
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT6L,Friday,3:00 PM,5:00 PM,CQAR3007,TC2L,Nik Intan Syahiddatul Nur Jailani
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT7L,Thursday,4:00 PM,6:00 PM,CQAR3007,TC2L,Nik Intan Syahiddatul Nur Jailani
CCS6324,Ethical Hacking and Penetration Testing,Tutorial,TT8L,Tuesday,2:00 PM,4:00 PM,CQAR3007,TC2L,Nik Intan Syahiddatul Nur Jailani
CSE6344,Theory of Computation,Lecture,TC1L,Wednesday,2:00 PM,4:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Arselan Ashraf
CSE6344,Theory of Computation,Tutorial,TT1L,Tuesday,8:00 AM,10:00 AM,CQAR2004,TC1L,Arselan Ashraf
CSE6344,Theory of Computation,Tutorial,TT2L,Friday,3:00 PM,5:00 PM,CQAR2004,TC1L,Arselan Ashraf
CSE6344,Theory of Computation,Tutorial,TT3L,Monday,12:00 PM,2:00 PM,CQAR2004,TC1L,Arselan Ashraf
CSE6344,Theory of Computation,Tutorial,TT4L,Monday,8:00 AM,10:00 AM,CQAR2007,TC1L,Arselan Ashraf
CSE6364,Software Evolution and Maintenance,Lecture,TC1L,Monday,5:00 PM,7:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Zuriani Hayati Abdullah
CSE6364,Software Evolution and Maintenance,Tutorial,TT1L,Wednesday,2:00 PM,4:00 PM,CQAR2003,TC1L,Zuriani Hayati Abdullah
CSE6364,Software Evolution and Maintenance,Tutorial,TT2L,Monday,2:00 PM,4:00 PM,CQAR2007,TC1L,Zuriani Hayati Abdullah
CSE6364,Software Evolution and Maintenance,Tutorial,TT3L,Thursday,4:00 PM,6:00 PM,CQAR3003,TC1L,Zuriani Hayati Abdullah
CSE6364,Software Evolution and Maintenance,Tutorial,TT4L,Friday,5:00 PM,7:00 PM,CQAR2007,TC1L,Zuriani Hayati Abdullah
CGD6344,Game Productions,Lecture,TC1L,Tuesday,2:00 PM,4:00 PM,CQCR2002,"TT1L, TT2L",Muhammad Irfan Hadi Abdul Hadi
CGD6344,Game Productions,Tutorial,TT1L,Tuesday,4:00 PM,6:00 PM,CQAR3006,TC1L,Muhammad Irfan Hadi Abdul Hadi
CGD6344,Game Productions,Tutorial,TT2L,Tuesday,8:00 AM,10:00 AM,CQAR2002,TC1L,Muhammad Irfan Hadi Abdul Hadi
CGD6334,Game Physics,Lecture,TC1L,Wednesday,2:00 PM,4:00 PM,CQCR2002,"TT1L, TT2L",Ban Kar Weng
CGD6334,Game Physics,Tutorial,TT1L,Monday,8:00 AM,10:00 AM,CQAR2003,TC1L,Ban Kar Weng
CGD6334,Game Physics,Tutorial,TT2L,Monday,2:00 PM,4:00 PM,CQAR2002,TC1L,Ban Kar Weng
CDS6354,Machine Learning,Lecture,TC1L,Friday,8:00 AM,10:00 AM,CNMX1005,"TT1L, TT2L, TT3L, TT4L",Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT1L,Monday,8:00 AM,10:00 AM,CQAR3007,TC1L,Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT2L,Tuesday,8:00 AM,10:00 AM,CQAR2005,TC1L,Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT3L,Thursday,12:00 PM,2:00 PM,CQAR2005,TC1L,Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT4L,Wednesday,8:00 AM,10:00 AM,CQAR3003,TC1L,Prabha Kumaresan
CDS6354,Machine Learning,Lecture,TC2L,Thursday,4:00 PM,6:00 PM,CNMX1005,"TT5L, TT6L, TT7L, TT8L",Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT5L,Tuesday,12:00 PM,2:00 PM,CQAR3002,TC2L,Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT6L,Wednesday,10:00 AM,12:00 PM,CQAR2005,TC2L,Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT7L,Tuesday,2:00 PM,4:00 PM,CQAR2004,TC2L,Prabha Kumaresan
CDS6354,Machine Learning,Tutorial,TT8L,Monday,4:00 PM,6:00 PM,CQAR2002,TC2L,Prabha Kumaresan
CDS6334,Visual Information Processing,Lecture,TC1L,Wednesday,10:00 AM,12:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Syuhada Abdul Rahman
CDS6334,Visual Information Processing,Tutorial,TT1L,Tuesday,10:00 AM,12:00 PM,CQAR3003,TC1L,Syuhada Abdul Rahman
CDS6334,Visual Information Processing,Tutorial,TT2L,Tuesday,12:00 PM,2:00 PM,CQAR3003,TC1L,Syuhada Abdul Rahman
CDS6334,Visual Information Processing,Tutorial,TT3L,Wednesday,12:00 PM,2:00 PM,CQAR3003,TC1L,Syuhada Abdul Rahman
CDS6334,Visual Information Processing,Tutorial,TT4L,Tuesday,2:00 PM,4:00 PM,CQAR3003,TC1L,Syuhada Abdul Rahman
CDS6334,Visual Information Processing,Lecture,TC2L,Monday,10:00 AM,12:00 PM,CQCR2003,"TT5L, TT6L",Amirul Azuani Romle
CDS6334,Visual Information Processing,Tutorial,TT5L,Thursday,8:00 AM,10:00 AM,CQAR3003,TC2L,Amirul Azuani Romle
CDS6334,Visual Information Processing,Tutorial,TT6L,Thursday,12:00 PM,2:00 PM,CQAR3003,TC2L,Amirul Azuani Romle
CDS6344,Social Media Computing,Lecture,TC1L,Thursday,4:00 PM,6:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Mohammad Shadab Khan
CDS6344,Social Media Computing,Tutorial,TT1L,Friday,3:00 PM,5:00 PM,CQAR2007,TC1L,Mohammad Shadab Khan
CDS6344,Social Media Computing,Tutorial,TT2L,Wednesday,10:00 AM,12:00 PM,CQAR0006,TC1L,Amirul Azuani Romle
CDS6344,Social Media Computing,Tutorial,TT3L,Wednesday,12:00 PM,2:00 PM,CQAR0006,TC1L,Amirul Azuani Romle
CDS6344,Social Media Computing,Tutorial,TT4L,Monday,8:00 AM,10:00 AM,CQAR0006,TC1L,Amirul Azuani Romle
CDS6344,Social Media Computing,Lecture,TC2L,Tuesday,10:00 AM,12:00 PM,CQCR2003,"TT5L, TT6L",Mohammad Shadab Khan
CDS6344,Social Media Computing,Tutorial,TT5L,Wednesday,4:00 PM,6:00 PM,CQAR0006,TC2L,Mohammad Shadab Khan
CDS6344,Social Media Computing,Tutorial,TT6L,Friday,8:00 AM,10:00 AM,CQAR0006,TC2L,Amirul Azuani Romle
CCS6344,Database and Cloud Security,Lecture,TC1L,Wednesday,4:00 PM,6:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Navaneethan
CCS6344,Database and Cloud Security,Tutorial,TT1L,Wednesday,12:00 PM,2:00 PM,CQAR2002,TC1L,Navaneethan
CCS6344,Database and Cloud Security,Tutorial,TT2L,Wednesday,10:00 AM,12:00 PM,CQAR2002,TC1L,Navaneethan
CCS6344,Database and Cloud Security,Tutorial,TT3L,Monday,4:00 PM,6:00 PM,CQAR2006,TC1L,Navaneethan
CCS6344,Database and Cloud Security,Tutorial,TT4L,Friday,3:00 PM,5:00 PM,CQAR3006,TC1L,Nor Idayu Ahmad Azami
CCS6344,Database and Cloud Security,Lecture,TC2L,Tuesday,8:00 AM,10:00 AM,CQCR2002,"TT5L, TT6L",Navaneethan
CCS6344,Database and Cloud Security,Tutorial,TT5L,Monday,2:00 PM,4:00 PM,CQAR1003,TC2L,Navaneethan
CCS6344,Database and Cloud Security,Tutorial,TT6L,Monday,10:00 AM,12:00 PM,CQAR3007,TC2L,Nor Idayu Ahmad Azami
CCS6354,Blockchain and Smart Contracts,Lecture,TC1L,Thursday,12:00 PM,2:00 PM,CNMX1004,"TT1L, TT2L, TT3L, TT4L",Uzma Jafar
CCS6354,Blockchain and Smart Contracts,Tutorial,TT1L,Monday,10:00 AM,12:00 PM,CQAR2002,TC1L,Alaa Haddad
CCS6354,Blockchain and Smart Contracts,Tutorial,TT2L,Thursday,4:00 PM,6:00 PM,CQAR2006,TC1L,Alaa Haddad
CCS6354,Blockchain and Smart Contracts,Tutorial,TT3L,Wednesday,10:00 AM,12:00 PM,CQAR2006,TC1L,Alaa Haddad
CCS6354,Blockchain and Smart Contracts,Tutorial,TT4L,Tuesday,4:00 PM,6:00 PM,CQAR3007,TC1L,Alaa Haddad
CCS6354,Blockchain and Smart Contracts,Lecture,TC2L,Friday,10:00 AM,12:00 PM,CQAR1009,"TT5L, TT6L, TT7L",
CCS6354,Blockchain and Smart Contracts,Tutorial,TT5L,Monday,4:00 PM,6:00 PM,CQAR3007,TC2L,
